pl_name,hostname,ra,dec,sy_vmag,sy_jmag,sy_kmag,st_teff,st_logg,st_met,st_age,st_ageerr1,st_ageerr2,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-793 b,Kepler-793,295.2167334,38.7744269,14.742,13.353,12.871,5745.0,4.46,0.0,4.27,3.6,-2.5,4.24153639,1.37,3.115,Kepler,2016,Kepler
Kepler-633 c,Kepler-633,295.2173259,40.5921599,13.812,12.437,11.978,5877.0,4.233,-0.04,8.13,0.58,-0.54,23.78319931,2.296,7.939,Kepler,2021,Kepler
Kepler-633 b,Kepler-633,295.2173259,40.5921599,13.812,12.437,11.978,5899.0,4.32,-0.05,6.03,1.6,-2.34,8.50340718,1.63,2.8346,Kepler,2016,Kepler
Kepler-197 c,Kepler-197,295.2264739,50.5592348,11.775,10.814,10.535,6004.0,4.304,-0.441,5.37,1.1,-0.94,10.349695,1.23,4.251,Kepler,2014,Kepler
Kepler-197 e,Kepler-197,295.2264739,50.5592348,11.775,10.814,10.535,6004.0,4.304,-0.441,5.37,1.1,-0.94,25.209715,0.91,6.298,Kepler,2014,Kepler
Kepler-197 b,Kepler-197,295.2264739,50.5592348,11.775,10.814,10.535,6004.0,4.304,-0.441,5.37,1.1,-0.94,5.599308,1.02,3.681,Kepler,2014,Kepler
Kepler-197 d,Kepler-197,295.2264739,50.5592348,11.775,10.814,10.535,6004.0,4.304,-0.441,5.37,1.1,-0.94,15.677563,1.22,5.326,Kepler,2014,Kepler
Kepler-345 b,Kepler-345,295.2288521,45.9710432,14.344,12.309,11.551,4504.0,4.683,0.1905,2.75,2.34,-1.1,7.415563,0.74,1.971,Kepler,2014,Kepler
Kepler-345 c,Kepler-345,295.2288521,45.9710432,14.344,12.309,11.551,4504.0,4.683,0.1905,2.75,2.34,-1.1,9.387427,1.2,1.555,Kepler,2014,Kepler
Kepler-1255 b,Kepler-1255,295.2392569,42.7264842,15.308,14.036,13.692,6018.0,4.37,0.02,3.55,2.01,-1.76,36.2919336,2.32,8.181,Kepler,2016,Kepler
Kepler-1086 c,Kepler-1086,295.251187,45.8429537,16.002,13.691,12.941,4350.0,4.65,0.06,2.88,5.26,-1.36,161.5163345,2.94,6.456,Kepler,2016,Kepler
Kepler-1086 b,Kepler-1086,295.251187,45.8429537,16.002,13.691,12.941,4350.0,4.65,0.06,2.88,5.26,-1.36,18.78425728,2.44,3.2339,Kepler,2016,Kepler
Kepler-487 c,Kepler-487,295.2872318,41.2220033,14.882,13.732,13.25,5444.0,4.51,0.0,5.62,3.97,-3.36,38.6519976,2.68,6.336,Kepler,2016,Kepler
Kepler-487 d,Kepler-487,295.2872318,41.2220033,14.882,13.732,13.25,5422.0,4.484,0.02,4.68,3.09,-2.54,2.418390036,2.77513568,2.0744,Kepler,2021,Kepler
Kepler-487 b,Kepler-487,295.2872318,41.2220033,14.882,13.732,13.25,5444.0,4.51,0.0,5.62,3.97,-3.36,15.358768403,11.42,4.1452,Kepler,2016,Kepler
Kepler-300 c,Kepler-300,295.2886934,48.5997243,14.25,13.113,12.742,5986.0,4.532,0.04,3.63,2.07,-1.83,40.714955,2.25,8.692,Kepler,2014,Kepler
Kepler-300 b,Kepler-300,295.2886934,48.5997243,14.25,13.113,12.742,5986.0,4.532,0.04,3.63,2.07,-1.83,10.446347,1.67,2.19,Kepler,2014,Kepler
Kepler-47 c,Kepler-47,295.2978883,46.9204303,15.31,13.97,13.535,5636.0,4.492,-0.25,,,,303.227,4.65,,Kepler,2012,Kepler
Kepler-47 d,Kepler-47,295.2978883,46.9204303,15.31,13.97,13.535,5636.0,4.492,-0.25,,,,187.366,7.04,,Kepler,2019,Kepler
Kepler-47 b,Kepler-47,295.2978883,46.9204303,15.31,13.97,13.535,5636.0,4.492,-0.25,,,,49.4643,3.05,,Kepler,2012,Kepler
Kepler-964 b,Kepler-964,295.300065,40.5565792,14.061,12.576,12.139,5427.0,4.55,0.03,1.91,1.28,-0.632,13.5225106,2.12,3.8931,Kepler,2016,Kepler
Kepler-1831 b,Kepler-1831,295.3024604,49.5890456,15.158,13.901,13.538,6063.0,4.476,0.07,0.3,2.6,-2.6,5.78387022,1.97019818,1.3966,Kepler,2021,Kepler
Kepler-61 b,Kepler-61,295.3044942,42.4753193,15.277,13.078,12.272,4017.0,4.67,0.03,1.0,,,59.87756,2.15,4.845,Kepler,2013,Kepler
Kepler-493 b,Kepler-493,295.3075252,38.8815716,15.268,13.956,13.727,6457.0,4.19,0.11,2.0,0.721,-0.533,3.003876581,15.13,3.2585,Kepler,2016,Kepler
Kepler-1145 b,Kepler-1145,295.3081524,43.0444026,15.471,13.975,13.314,5064.0,4.59,-0.13,4.79,6.13,-2.99,3.97076766,1.4,1.814,Kepler,2016,Kepler
Kepler-962 b,Kepler-962,295.3131906,46.2375024,13.68,12.331,11.904,5478.0,4.54,0.01,2.4,1.92,-0.99,12.05707239,1.97,2.2598,Kepler,2016,Kepler
Kepler-908 b,Kepler-908,295.3225434,39.3764624,11.607,10.406,9.993,5973.0,4.38,0.15,3.02,1.54,-1.36,1.340597468,1.22,1.6085,Kepler,2016,Kepler
Kepler-1603 b,Kepler-1603,295.3298254,42.5349698,15.397,14.191,13.84,6241.0,4.28,0.07,2.82,0.863,-1.08,2.27163926,1.29,4.043,Kepler,2016,Kepler
Kepler-1052 b,Kepler-1052,295.34273,46.6022134,14.932,13.727,13.305,5888.0,4.42,0.0,3.55,2.65,-1.8,34.8538276,2.93,5.3577,Kepler,2016,Kepler
Kepler-1052 c,Kepler-1052,295.34273,46.6022134,14.932,13.727,13.305,5818.0,4.554,-0.22,1.2,1.43,-0.83,180.921729,2.3,8.99,Kepler,2023,Kepler
Kepler-1427 b,Kepler-1427,295.3496546,45.1145372,15.601,14.147,13.711,5793.0,4.44,0.06,4.07,3.15,-2.38,0.968972376,1.1,1.622,Kepler,2016,Kepler
Kepler-1281 b,Kepler-1281,295.3543571,48.5153932,15.961,14.477,13.929,5353.0,4.55,-0.04,4.37,5.89,-2.67,3.11602791,1.64,1.909,Kepler,2016,Kepler
Kepler-819 b,Kepler-819,295.3708312,39.1772925,15.402,13.688,13.163,5279.0,4.55,-0.06,4.47,5.74,-2.73,33.1995648,2.76,5.0135,Kepler,2016,Kepler
Kepler-1382 b,Kepler-1382,295.3774182,39.0480365,12.857,11.681,11.359,6161.0,4.1,0.3,2.75,0.53,-0.56,16.3583055,1.88,9.573,Kepler,2016,Kepler
WASP-194 b,WASP-194,295.3877064,56.2178049,11.985,11.092,10.875,6405.0,4.27,0.0,0.75,0.55,-0.55,3.183387,15.47960235,2.017,SuperWASP,2025,WASP
Kepler-870 b,Kepler-870,295.4025625,50.4785992,15.326,14.072,13.738,5857.0,4.43,-0.01,3.8,2.97,-2.07,21.3587621,2.78,5.905,Kepler,2016,Kepler
Kepler-508 b,Kepler-508,295.4042546,42.9812789,11.592,10.674,10.379,6025.0,4.3,0.18,3.55,1.19,-1.58,25.30889748,1.64,5.6829,Kepler,2016,Kepler
Kepler-1483 b,Kepler-1483,295.4097409,42.1507935,14.52,13.397,13.077,6337.0,4.24,0.04,2.4,0.997,-0.735,9.5085156,1.52,4.381,Kepler,2016,Kepler
Kepler-218 c,Kepler-218,295.4128785,46.2665801,14.035,12.732,12.311,5502.0,4.391,0.37,3.02,1.88,-1.7,44.699576,3.14,6.271,Kepler,2014,Kepler
Kepler-218 d,Kepler-218,295.4128785,46.2665801,14.035,12.732,12.311,5542.0,4.42,0.31,5.62,3.07,-3.35,124.5244647,2.66,9.598,Kepler,2016,Kepler
Kepler-218 b,Kepler-218,295.4128785,46.2665801,14.035,12.732,12.311,5502.0,4.391,0.37,3.02,1.88,-1.7,3.619337,1.48,3.014,Kepler,2014,Kepler
Kepler-872 b,Kepler-872,295.4174725,43.6056117,15.242,13.794,13.389,5902.0,4.4,0.04,4.17,2.67,-2.31,2.578855068,1.99,2.3296,Kepler,2016,Kepler
Kepler-419 b,Kepler-419,295.4179125,51.1847629,13.089,12.088,11.859,6430.0,4.1,0.176,2.14,0.26,-0.23,69.7546,10.8,3.7177,Kepler,2014,Kepler
Kepler-377 c,Kepler-377,295.4220717,38.7356737,14.081,12.801,12.469,5949.0,4.303,0.05,5.5,1.27,-1.23,27.014976,2.06,5.776,Kepler,2014,Kepler
Kepler-377 b,Kepler-377,295.4220717,38.7356737,14.081,12.801,12.469,5949.0,4.303,0.05,5.5,1.27,-1.23,12.509529,1.39,4.022,Kepler,2014,Kepler
Kepler-1625 b,Kepler-1625,295.429322,39.8865068,16.227,14.364,13.916,5677.0,4.48,0.01,4.37,4.24,-2.65,287.378949,6.06,18.886,Kepler,2016,Kepler
Kepler-581 b,Kepler-581,295.4326552,40.6481874,14.701,13.322,12.932,5772.0,4.44,0.03,4.07,3.55,-2.32,40.6069821,2.63,5.719,Kepler,2016,Kepler
Kepler-678 b,Kepler-678,295.4552577,50.4945093,15.161,13.732,13.26,5520.0,4.5,0.07,4.47,5.63,-2.81,7.27503724,5.14,7.5206,Kepler,2016,Kepler
Kepler-1754 b,Kepler-1754,295.4570818,50.0771838,16.007,14.118,13.438,4723.0,4.557,0.08,,,,8.195949554,2.43996509,2.824,Kepler,2021,Kepler
Kepler-1283 b,Kepler-1283,295.4623336,40.7769335,15.269,13.92,13.567,6175.0,4.31,0.04,2.88,1.57,-1.12,12.9460978,1.91,9.583,Kepler,2016,Kepler
Kepler-1111 b,Kepler-1111,295.4634045,45.8127697,14.88,13.6,13.244,6077.0,4.36,0.02,3.16,1.68,-1.4,8.79617863,2.0,3.3986,Kepler,2016,Kepler
Kepler-644 b,Kepler-644,295.4757022,43.4931119,14.031,12.921,12.574,6747.0,4.09,0.08,1.62,0.52,-0.32,3.173917103,3.15,3.5066,Kepler,2016,Kepler
Kepler-1125 b,Kepler-1125,295.4812018,40.7319316,15.042,13.694,13.243,5683.0,4.47,-0.09,4.17,4.32,-2.49,17.6700642,1.84,5.772,Kepler,2016,Kepler
Kepler-1638 b,Kepler-1638,295.4823299,48.5244695,14.769,13.55,13.138,5710.0,4.47,-0.01,4.37,4.19,-2.59,259.33683,1.87,15.979,Kepler,2016,Kepler
Kepler-450 d,Kepler-450,295.4865821,51.0135237,11.991,10.708,10.429,6197.21,4.08307,0.1278,2.57,0.25,-0.28,7.51464,0.837,4.965,Kepler,2015,Kepler
Kepler-450 c,Kepler-450,295.4865821,51.0135237,11.991,10.708,10.429,6197.21,4.08307,0.1278,2.57,0.25,-0.28,15.413135,2.62,6.6095,Kepler,2015,Kepler
Kepler-450 b,Kepler-450,295.4865821,51.0135237,11.991,10.708,10.429,6197.21,4.08307,0.1278,2.57,0.25,-0.28,28.454851,6.14,8.1223,Kepler,2015,Kepler
Kepler-1487 c,Kepler-1487,295.4980737,38.6444499,13.6,12.556,12.289,5745.0,3.499,0.4,1.95,0.705,-0.474,35.8007112,7.97,8.219,Kepler,2023,Kepler
Kepler-1487 b,Kepler-1487,295.4980737,38.6444499,13.6,12.556,12.289,6541.0,4.16,0.04,1.95,0.705,-0.474,7.31946363,2.13,4.839,Kepler,2016,Kepler
Kepler-1098 b,Kepler-1098,295.502673,43.2326992,14.886,13.479,13.07,5794.0,4.45,-0.02,3.98,3.15,-2.23,2.543072855,1.3,2.7494,Kepler,2016,Kepler
Kepler-888 b,Kepler-888,295.5212866,49.7386804,13.061,11.915,11.594,5875.0,4.52,-0.21,1.48,0.644,-0.3,70.6979061,1.76,6.624,Kepler,2016,Kepler
Kepler-1432 b,Kepler-1432,295.5241011,49.8295211,15.594,14.268,13.97,6031.0,4.37,0.02,3.47,1.7,-1.75,23.9109011,2.22,5.055,Kepler,2016,Kepler
Kepler-719 b,Kepler-719,295.5360628,43.8844116,16.128,14.572,14.126,5777.0,4.45,-0.02,3.98,3.54,-2.23,5.007317779,8.52,4.2223,Kepler,2016,Kepler
Kepler-1434 b,Kepler-1434,295.5384415,51.2030002,12.198,11.067,10.819,6291.0,3.98,0.19,2.57,0.49,-0.48,8.05333618,1.11,5.277,Kepler,2016,Kepler
Kepler-667 b,Kepler-667,295.5549918,49.0172956,15.362,13.948,13.519,5327.0,4.53,0.15,4.68,6.24,-2.99,41.43962808,4.73,10.6468,Kepler,2016,Kepler
Kepler-199 b,Kepler-199,295.5594278,40.236249,13.796,12.449,12.083,5644.0,4.438,0.0,1.45,0.592,-0.3,23.637604,3.11,4.954,Kepler,2014,Kepler
Kepler-199 c,Kepler-199,295.5594278,40.236249,13.796,12.449,12.083,5644.0,4.438,0.0,1.45,0.592,-0.3,67.093408,3.25,6.931,Kepler,2014,Kepler
Kepler-1608 b,Kepler-1608,295.563555,39.41757,16.265,14.419,13.836,4992.0,4.61,-0.24,5.13,5.76,-3.24,16.4735686,1.73,4.231,Kepler,2016,Kepler
Kepler-1134 b,Kepler-1134,295.5678578,42.4781064,16.233,14.426,13.881,5281.0,4.56,-0.1,4.9,6.09,-3.13,17.13263989,2.64,3.054,Kepler,2016,Kepler
Kepler-180 c,Kepler-180,295.5712566,49.774514,14.488,13.057,12.685,5731.0,4.343,0.03,9.7,3.1,-3.1,41.885775,3.01,6.241,Kepler,2014,Kepler
Kepler-180 b,Kepler-180,295.5712566,49.774514,14.488,13.057,12.685,5731.0,4.343,0.03,9.7,3.1,-3.1,13.817124,1.5,3.74,Kepler,2014,Kepler
Kepler-743 b,Kepler-743,295.57423,42.8064255,12.66,11.234,10.777,5486.0,4.55,0.01,1.86,1.15,-0.594,3.179262921,1.21,1.0248,Kepler,2016,Kepler
Kepler-1696 b,Kepler-1696,295.5761011,42.0233639,15.505,14.245,13.969,5712.0,4.28968,-0.04,,,,65.9409,2.80982017,7.776,Kepler,2020,Kepler
Kepler-860 b,Kepler-860,295.5772681,46.2547028,15.544,14.129,13.75,5836.0,4.4,0.09,4.27,2.64,-2.45,5.101379454,3.24,2.5932,Kepler,2016,Kepler
Kepler-252 c,Kepler-252,295.579329,44.5459052,15.406,13.24,12.466,4208.0,4.721,-0.13,13.9,3.6,-3.6,10.848463,2.15,2.976,Kepler,2014,Kepler
Kepler-252 b,Kepler-252,295.579329,44.5459052,15.406,13.24,12.466,4208.0,4.721,-0.13,13.9,3.6,-3.6,6.668391,1.23,1.978,Kepler,2014,Kepler
Kepler-1894 c,Kepler-1894,295.5864604,49.6668523,15.452,14.078,13.648,5772.0,4.528,0.0,0.5,3.6,-3.6,5.05368985,1.21,2.514,Kepler,2023,Kepler
Kepler-1894 b,Kepler-1894,295.5864604,49.6668523,15.452,14.078,13.648,5772.0,4.528,0.0,0.5,3.6,-3.6,2.762660027,1.20117759,1.893,Kepler,2021,Kepler
KOI-134 b,KOI-134,295.586598,45.3649371,13.773,12.628,12.322,6160.0,4.11,0.427,2.4,0.29,-0.31,67.1277,12.03844527,11.3,Kepler,2025,Kepler
Kepler-1260 b,Kepler-1260,295.5912652,42.5552261,14.953,13.603,13.183,5961.0,4.39,0.01,3.8,2.21,-1.98,19.1187753,1.77,6.873,Kepler,2016,Kepler
Kepler-516 b,Kepler-516,295.6087625,38.7357368,12.121,11.18,10.987,7099.0,4.04,0.01,1.32,0.28,-0.19,24.85462415,5.74,8.9587,Kepler,2016,Kepler
Kepler-1236 b,Kepler-1236,295.6247375,42.5458739,16.145,14.551,14.018,5337.0,4.55,-0.09,4.07,5.41,-2.43,31.0571618,2.14,3.401,Kepler,2016,Kepler
Kepler-365 c,Kepler-365,295.626564,49.130411,14.771,13.484,13.145,6012.0,4.434,-0.218,4.0,2.2,-2.2,17.784129,1.64,3.862,Kepler,2014,Kepler
Kepler-365 b,Kepler-365,295.626564,49.130411,14.771,13.484,13.145,6012.0,4.434,-0.218,4.0,2.2,-2.2,10.664903,2.04,3.293,Kepler,2014,Kepler
Kepler-1237 b,Kepler-1237,295.6292745,44.6905815,16.012,14.326,13.851,5472.0,4.5,0.12,4.57,5.71,-2.87,84.5733226,2.86,5.715,Kepler,2016,Kepler
Kepler-466 c,Kepler-466,295.6486585,48.4955191,12.799,11.698,11.367,5927.0,4.42,-0.01,3.47,1.87,-1.73,3.709213846,1.25,2.5575,Kepler,2016,Kepler
Kepler-466 b,Kepler-466,295.6486585,48.4955191,12.799,11.698,11.367,5927.0,4.42,-0.01,3.47,1.87,-1.73,51.07926307,2.85,6.3729,Kepler,2016,Kepler
Kepler-713 b,Kepler-713,295.6513819,43.0297781,15.171,13.802,13.3,5785.0,4.44,-0.03,3.8,3.73,-2.1,7.411141,2.48,2.4852,Kepler,2016,Kepler
Kepler-1131 b,Kepler-1131,295.6514492,49.2612954,15.01,13.794,13.416,5851.0,4.42,0.05,4.17,2.58,-2.41,3.53232449,1.59,2.8072,Kepler,2016,Kepler
Kepler-1090 c,Kepler-1090,295.6629002,44.5258237,15.31,13.596,13.07,5330.0,4.366,0.18,12.59,0.9,-1.87,42.42720032,3.29265785,6.133,Kepler,2021,Kepler
Kepler-1090 b,Kepler-1090,295.6629002,44.5258237,15.31,13.596,13.07,5321.0,4.55,-0.04,4.37,6.13,-2.64,198.680179,2.25,8.287,Kepler,2016,Kepler
Kepler-528 b,Kepler-528,295.6848595,47.7480914,14.064,12.795,12.409,5807.0,4.39,0.02,5.5,2.3,-2.97,19.78297415,2.08,5.4661,Kepler,2016,Kepler
Kepler-1405 b,Kepler-1405,295.6848822,39.2561274,16.028,14.583,14.237,5925.0,4.4,0.03,3.63,2.37,-1.94,28.2274184,3.96,5.648,Kepler,2016,Kepler
Kepler-1490 b,Kepler-1490,295.6935734,42.6094543,15.616,14.092,13.616,5515.0,4.52,-0.08,4.57,5.09,-2.88,92.4362973,3.04,5.709,Kepler,2016,Kepler
Kepler-379 b,Kepler-379,295.7010981,38.9458209,13.475,12.341,12.005,6054.0,4.273,0.09,2.24,0.79,-0.79,20.09838,1.66,5.105,Kepler,2014,Kepler
Kepler-379 c,Kepler-379,295.7010981,38.9458209,13.475,12.341,12.005,6054.0,4.273,0.09,2.24,0.79,-0.79,62.784697,2.29,4.678,Kepler,2014,Kepler
Kepler-1353 b,Kepler-1353,295.7353911,42.5762317,15.734,13.85,13.141,4776.0,4.61,-0.06,4.68,5.65,-2.71,24.7543966,1.8,3.532,Kepler,2016,Kepler
WASP-67 b,WASP-67,295.7438485,-19.9497314,12.537,10.608,10.129,5200.0,4.35,-0.07,12.6,1.0,-4.2,4.61442,12.89035,1.896,SuperWASP,2012,WASP
Kepler-1006 b,Kepler-1006,295.7542063,42.5373065,14.467,13.053,12.502,5328.0,4.59,-0.4,4.27,6.42,-2.81,19.76172042,1.54,3.5906,Kepler,2016,Kepler
Kepler-292 c,Kepler-292,295.7661979,42.4242822,16.303,14.537,13.97,5299.0,4.536,0.04,5.13,3.72,-2.98,3.715335,1.47,2.32,Kepler,2014,Kepler
Kepler-292 f,Kepler-292,295.7661979,42.4242822,16.303,14.537,13.97,5299.0,4.536,0.04,5.13,3.72,-2.98,20.834237,2.35,4.341,Kepler,2014,Kepler
Kepler-292 b,Kepler-292,295.7661979,42.4242822,16.303,14.537,13.97,5299.0,4.536,0.04,5.13,3.72,-2.98,2.580827,1.32,2.092,Kepler,2014,Kepler
Kepler-292 d,Kepler-292,295.7661979,42.4242822,16.303,14.537,13.97,5299.0,4.536,0.04,5.13,3.72,-2.98,7.055679,2.23,3.145,Kepler,2014,Kepler
Kepler-292 e,Kepler-292,295.7661979,42.4242822,16.303,14.537,13.97,5299.0,4.536,0.04,5.13,3.72,-2.98,11.97901,2.67,4.094,Kepler,2014,Kepler
Kepler-308 b,Kepler-308,295.7852423,40.4395753,16.019,14.614,14.187,5895.0,4.508,-0.04,0.5,3.0,-3.0,9.694928,2.12,2.609,Kepler,2014,Kepler
Kepler-308 c,Kepler-308,295.7852423,40.4395753,16.019,14.614,14.187,5895.0,4.508,-0.04,0.5,3.0,-3.0,15.38231,2.16,3.951,Kepler,2014,Kepler
Kepler-1551 b,Kepler-1551,295.7855238,39.9078956,15.371,14.1,13.77,6136.0,4.32,0.01,2.88,1.66,-1.17,24.4973698,2.66,5.081,Kepler,2016,Kepler
Kepler-1785 b,Kepler-1785,295.7921797,47.6000699,14.245,13.05,12.66,5618.0,4.401,0.0,0.3,2.1,-2.1,19.58550072,2.70422447,1.928,Kepler,2021,Kepler
Kepler-879 b,Kepler-879,295.8065515,50.9097521,14.429,13.074,12.681,5792.0,4.42,0.05,4.27,3.25,-2.49,33.3855938,2.57,5.0514,Kepler,2016,Kepler
Kepler-879 c,Kepler-879,295.8065515,50.9097521,14.429,13.074,12.681,5456.75,4.42,0.05,4.27,3.25,-2.49,0.646716,0.4,1.7,Kepler,2024,Kepler
Kepler-328 c,Kepler-328,295.8092756,40.0084866,15.794,14.463,14.187,6064.0,4.44,0.08,2.57,0.953,-0.926,71.312,5.4,8.781,Kepler,2013,Kepler
Kepler-328 b,Kepler-328,295.8092756,40.0084866,15.794,14.463,14.187,6064.0,4.44,0.08,2.57,0.953,-0.926,34.921,2.3,9.874,Kepler,2013,Kepler
Kepler-232 b,Kepler-232,295.8161668,51.1217249,15.565,14.179,13.765,5847.0,4.495,0.03,1.4,3.1,-3.1,4.431222,3.08,3.172,Kepler,2014,Kepler
Kepler-232 c,Kepler-232,295.8161668,51.1217249,15.565,14.179,13.765,5847.0,4.495,0.03,1.4,3.1,-3.1,11.379349,3.83,2.612,Kepler,2014,Kepler
Kepler-1315 b,Kepler-1315,295.8215678,46.0530562,15.133,13.33,12.684,4861.0,4.6,0.07,3.47,5.95,-1.84,0.84338011,1.38,1.4362,Kepler,2016,Kepler
Kepler-1315 c,Kepler-1315,295.8215678,46.0530562,15.133,13.33,12.684,4818.0,4.481,0.56,1.62,2.74,-1.31,6.566060066,1.84398883,1.7315,Kepler,2021,Kepler
Kepler-1987 e,Kepler-1987,295.8254663,42.9433716,15.477,13.842,13.154,4769.0,4.622,0.12,,,,8.74292005,1.92,2.6277,Kepler,2023,Kepler
Kepler-1987 b,Kepler-1987,295.8254663,42.9433716,15.477,13.842,13.154,4769.0,4.622,0.12,,,,2.345863002,1.23,1.6795,Kepler,2023,Kepler
Kepler-1987 d,Kepler-1987,295.8254663,42.9433716,15.477,13.842,13.154,4769.0,4.622,0.12,,,,5.644914154,2.66,2.2599,Kepler,2023,Kepler
Kepler-1987 c,Kepler-1987,295.8254663,42.9433716,15.477,13.842,13.154,4769.0,4.622,0.12,,,,3.64830183,1.33,1.9985,Kepler,2023,Kepler
Kepler-972 b,Kepler-972,295.828679,43.4254371,15.084,13.777,13.373,6146.0,4.33,0.04,2.82,1.53,-1.14,7.03932553,4.65,3.448,Kepler,2016,Kepler
Kepler-1861 b,Kepler-1861,295.8465148,49.9361586,13.709,12.558,12.239,5855.0,4.227,0.26,4.57,1.05,-0.86,40.0306015,2.20677414,4.979,Kepler,2021,Kepler
Kepler-954 b,Kepler-954,295.8594318,47.9396001,13.095,11.409,10.84,4990.0,4.59,0.02,3.39,2.88,-1.66,16.78176602,2.32,3.7533,Kepler,2016,Kepler
Kepler-1180 b,Kepler-1180,295.8874773,43.1559952,15.081,13.887,13.521,6077.0,4.36,0.0,3.09,1.99,-1.31,16.8601286,1.99,5.553,Kepler,2016,Kepler
Kepler-397 b,Kepler-397,295.8940373,42.3805156,16.357,14.587,13.9,5307.0,4.572,-0.24,5.25,4.13,-2.99,22.250949,2.46,1.689,Kepler,2014,Kepler
Kepler-397 c,Kepler-397,295.8940373,42.3805156,16.357,14.587,13.9,5307.0,4.572,-0.24,5.25,4.13,-2.99,135.498527,6.18,6.901,Kepler,2014,Kepler
Kepler-1610 c,Kepler-1610,295.9049795,45.4054296,16.077,14.307,13.905,5295.0,4.548,-0.1,4.68,6.3,-3.01,44.9851885,2.09,4.164,Kepler,2023,Kepler
Kepler-1610 b,Kepler-1610,295.9049795,45.4054296,16.077,14.307,13.905,5383.0,4.52,0.1,4.68,6.3,-3.01,8.70181574,1.61,3.019,Kepler,2016,Kepler
Kepler-1007 b,Kepler-1007,295.9065297,45.8090893,14.981,12.94,12.224,4587.0,4.62,0.03,4.17,5.92,-2.38,5.185002073,1.44,2.1771,Kepler,2016,Kepler
Kepler-1856 b,Kepler-1856,295.9091695,51.3478777,15.621,13.827,13.392,4948.0,4.508,0.14,10.9,3.8,-3.8,1.302000046,1.73447868,1.3804,Kepler,2021,Kepler
Kepler-784 c,Kepler-784,295.9206663,47.4486164,13.392,12.061,11.617,5676.0,4.1,0.1,2.88,0.14,-0.13,17.157236,1.55,11.284,Kepler,2023,Kepler
Kepler-784 b,Kepler-784,295.9206663,47.4486164,13.392,12.061,11.617,5674.0,4.19,0.07,9.12,1.9,-2.09,31.5922646,1.58,13.84,Kepler,2016,Kepler
Kepler-832 b,Kepler-832,295.9261101,45.383869,16.001,14.682,14.197,5596.0,4.5,-0.08,4.37,5.12,-2.7,7.1396941,2.06,3.929,Kepler,2016,Kepler
Kepler-340 c,Kepler-340,295.933471,40.3005515,12.329,11.725,11.583,6620.0,4.063,0.06,1.29,0.12,-0.12,22.824669,3.37,6.614,Kepler,2014,Kepler
Kepler-340 b,Kepler-340,295.933471,40.3005515,12.329,11.725,11.583,6620.0,4.063,0.06,1.29,0.12,-0.12,14.844387,2.53,5.626,Kepler,2014,Kepler
Kepler-1206 b,Kepler-1206,295.9383737,49.7911337,15.971,14.29,13.742,4877.0,4.6,0.07,3.55,6.59,-2.0,1.216997663,1.64,1.3101,Kepler,2016,Kepler
Kepler-119 b,Kepler-119,295.9463854,42.6588324,14.375,12.997,12.58,5595.0,4.567,0.01,3.63,3.3,-1.96,2.422082,3.6,2.574,Kepler,2014,Kepler
Kepler-119 c,Kepler-119,295.9463854,42.6588324,14.375,12.997,12.58,5595.0,4.567,0.01,3.63,3.3,-1.96,4.125103,0.92,2.84,Kepler,2014,Kepler
Kepler-1475 b,Kepler-1475,295.9482766,44.753096,15.36,14.192,13.88,6214.0,4.29,0.03,2.82,1.22,-1.06,82.177374,2.92,9.165,Kepler,2016,Kepler
Kepler-500 b,Kepler-500,295.9513472,43.8519884,14.324,12.995,12.588,5813.0,4.42,0.03,4.37,2.57,-2.29,8.508324398,2.58,3.5033,Kepler,2016,Kepler
Kepler-789 b,Kepler-789,295.9751549,38.9466396,14.723,13.454,13.005,5870.0,4.42,-0.06,3.72,3.3,-2.0,8.63847725,2.12,5.4301,Kepler,2016,Kepler
Kepler-1533 b,Kepler-1533,295.9755645,44.7133739,13.289,12.224,11.926,6431.0,4.2,0.03,2.19,0.989,-0.643,308.5471,3.46,18.464,Kepler,2016,Kepler
Kepler-452 b,Kepler-452,296.003752,44.2775861,13.54,12.263,11.852,5757.0,4.32,0.21,6.0,2.0,-2.0,384.843,1.63,10.63,Kepler,2015,Kepler
TOI-1064 b,TOI-1064,296.0039349,-47.5620305,10.938,9.097,8.467,4734.0,4.6,0.05,9.4,3.8,-3.8,6.443868,2.587,1.98,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1064 c,TOI-1064,296.0039349,-47.5620305,10.938,9.097,8.467,4734.0,4.6,0.05,9.4,3.8,-3.8,12.226574,2.651,2.37,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
Kepler-806 b,Kepler-806,296.0071956,44.8535698,11.813,10.486,10.128,5770.0,4.3,0.0,7.76,1.5,-2.62,8.09219642,1.14,5.455,Kepler,2016,Kepler
Kepler-1404 b,Kepler-1404,296.0094827,50.4983929,15.931,14.315,13.756,5261.0,4.56,-0.09,4.57,6.29,-2.82,15.9314739,2.01,2.71,Kepler,2016,Kepler
Kepler-679 b,Kepler-679,296.0213374,50.5678019,15.771,14.196,13.692,5403.0,4.54,-0.09,4.47,6.27,-2.9,12.39358604,3.01,3.7222,Kepler,2016,Kepler
