pl_name,hostname,ra,dec,sy_vmag,sy_jmag,sy_kmag,st_teff,st_logg,st_met,st_age,st_ageerr1,st_ageerr2,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-1959 b,Kepler-1959,296.022301,44.7326691,14.797,13.049,12.494,5071.0,4.505,-0.02,,,,6.38669014,1.14315727,1.2428,Kepler,2021,Kepler
Kepler-602 b,Kepler-602,296.0318985,42.1418634,14.72,13.328,12.936,6062.0,4.37,-0.02,3.16,2.06,-1.45,15.28469497,2.09,5.901,Kepler,2016,Kepler
Kepler-640 b,Kepler-640,296.0322,42.1317392,13.885,12.507,12.113,5653.0,4.5,0.15,2.09,1.45,-0.759,22.24813967,2.56,3.9565,Kepler,2016,Kepler
Kepler-1108 b,Kepler-1108,296.0422962,45.98514,15.132,13.686,13.172,5406.0,4.54,-0.09,4.17,5.58,-2.57,4.51005748,1.46,2.1605,Kepler,2016,Kepler
Kepler-910 b,Kepler-910,296.0472937,42.7429414,11.44,10.626,10.329,6230.0,4.19,0.12,3.39,0.4,-0.4,2.364369015,0.82,3.2852,Kepler,2016,Kepler
Kepler-1523 b,Kepler-1523,296.0540705,45.8270447,14.993,13.655,13.182,5708.0,4.46,0.0,4.37,3.8,-2.66,0.93875077,1.58,1.3901,Kepler,2016,Kepler
Kepler-1607 b,Kepler-1607,296.0598685,42.6560582,13.969,12.592,12.218,6116.0,4.33,0.05,3.16,1.37,-1.43,13.6473676,0.92,7.769,Kepler,2016,Kepler
Kepler-255 c,Kepler-255,296.0642702,45.9767647,15.699,14.227,13.689,5573.0,4.516,0.3386,2.4,4.0,-4.0,9.946047,2.99,3.38,Kepler,2014,Kepler
Kepler-255 b,Kepler-255,296.0642702,45.9767647,15.699,14.227,13.689,5573.0,4.516,0.3386,2.4,4.0,-4.0,5.714606,1.55,2.238,Kepler,2014,Kepler
Kepler-255 d,Kepler-255,296.0642702,45.9767647,15.699,14.227,13.689,5431.0,4.53,0.02,4.37,5.82,-2.68,1.045622658,1.32,1.8269,Kepler,2016,Kepler
Kepler-335 b,Kepler-335,296.0642944,45.4285986,14.111,12.848,12.496,5877.0,4.017,0.278,3.09,0.3,-0.27,6.562331,3.39,4.035,Kepler,2014,Kepler
Kepler-335 c,Kepler-335,296.0642944,45.4285986,14.111,12.848,12.496,5877.0,4.017,0.278,3.09,0.3,-0.27,67.844469,3.07,12.157,Kepler,2014,Kepler
Kepler-1257 b,Kepler-1257,296.0756231,45.6270165,15.644,14.289,13.848,5502.0,4.52,-0.09,4.37,5.36,-2.73,2.668313762,1.52,2.3659,Kepler,2016,Kepler
Kepler-817 b,Kepler-817,296.0818498,39.161614,15.967,14.386,13.954,5861.0,4.42,0.02,3.55,2.9,-1.87,3.990106229,9.03,2.4269,Kepler,2016,Kepler
Kepler-1031 b,Kepler-1031,296.0898796,48.9554121,13.877,12.702,12.353,6011.0,4.38,0.03,3.39,1.7,-1.63,1.22621732,0.87,2.1486,Kepler,2016,Kepler
Kepler-1947 b,Kepler-1947,296.1040313,42.3425818,12.973,11.853,11.504,6040.0,3.978,-0.44,0.98,1.31,-0.61,6.963630199,1.0101666,3.176,Kepler,2021,Kepler
Kepler-1502 b,Kepler-1502,296.1079271,39.3199201,14.18,13.174,12.907,6666.0,4.13,0.05,1.7,0.74,-0.401,41.7083629,3.18,8.401,Kepler,2016,Kepler
Kepler-80 f,Kepler-80,296.1125759,39.9787451,15.23,12.954,12.253,4540.0,4.639,0.04,2.0,1.0,-1.0,0.9867873,1.21,1.1879,Kepler,2016,Kepler
Kepler-80 b,Kepler-80,296.1125759,39.9787451,15.23,12.954,12.253,4540.0,4.639,0.04,2.0,1.0,-1.0,7.05246,2.67,2.3982,Kepler,2012,Kepler
Kepler-80 g,Kepler-80,296.1125759,39.9787451,15.23,12.954,12.253,4540.0,4.639,0.04,2.0,1.0,-1.0,14.64558,1.13,2.12,Kepler,2017,Kepler
Kepler-80 d,Kepler-80,296.1125759,39.9787451,15.23,12.954,12.253,4540.0,4.639,0.04,2.0,1.0,-1.0,3.07222,1.53,1.8732,Kepler,2014,Kepler
Kepler-80 c,Kepler-80,296.1125759,39.9787451,15.23,12.954,12.253,4540.0,4.639,0.04,2.0,1.0,-1.0,9.52355,2.74,2.3569,Kepler,2012,Kepler
Kepler-80 e,Kepler-80,296.1125759,39.9787451,15.23,12.954,12.253,4540.0,4.639,0.04,2.0,1.0,-1.0,4.64489,1.6,2.0271,Kepler,2014,Kepler
Kepler-1724 b,Kepler-1724,296.1207272,47.9214736,14.961,13.666,13.334,6092.0,4.496,-0.22,0.3,1.7,-1.7,6.45442009,2.83677238,2.6772,Kepler,2021,Kepler
Kepler-1738 b,Kepler-1738,296.1313474,47.4388098,15.649,14.247,13.851,6063.0,4.47,-0.02,0.3,2.3,-2.3,7.674630165,2.82472883,1.9374,Kepler,2021,Kepler
Kepler-396 c,Kepler-396,296.1328135,48.9773095,12.259,10.672,10.285,5656.0,4.32,0.1558,0.62,1.43,-0.37,88.505,5.3,7.4072,Kepler,2013,Kepler
Kepler-396 b,Kepler-396,296.1328135,48.9773095,12.259,10.672,10.285,5656.0,4.32,0.1558,0.62,1.43,-0.37,42.994,3.5,4.6011,Kepler,2013,Kepler
Kepler-181 c,Kepler-181,296.1512831,50.0957806,14.854,13.364,12.876,5333.0,4.619,-0.04,6.46,4.26,-3.51,4.302149,1.99,1.965,Kepler,2014,Kepler
Kepler-181 b,Kepler-181,296.1512831,50.0957806,14.854,13.364,12.876,5333.0,4.619,-0.04,6.46,4.26,-3.51,3.137873,1.27,1.888,Kepler,2014,Kepler
Kepler-1585 b,Kepler-1585,296.1589897,44.5630457,16.326,14.566,14.125,5538.0,4.5,0.08,4.37,5.3,-2.64,3.5827463,1.79,1.541,Kepler,2016,Kepler
Kepler-900 b,Kepler-900,296.177272,46.9989635,15.19,13.375,12.701,4836.0,4.6,-0.01,4.57,5.83,-2.64,6.9913086,2.08,2.2124,Kepler,2016,Kepler
Kepler-525 b,Kepler-525,296.1834239,47.3587776,13.613,12.248,11.798,5573.0,4.29,0.11,10.47,2.2,-4.47,18.68404933,2.63,6.907,Kepler,2016,Kepler
Kepler-1685 b,Kepler-1685,296.1882618,43.9368118,16.096,14.598,14.059,5484.0,4.5765,0.21,,,,20.4905,2.57673985,4.961,Kepler,2020,Kepler
Kepler-1497 b,Kepler-1497,296.196155,45.6343124,15.707,14.134,13.699,5675.0,4.47,0.01,4.27,4.09,-2.62,8.74199772,1.66,4.297,Kepler,2016,Kepler
Kepler-15 b,Kepler-15,296.2005506,49.1400304,13.81,12.578,12.216,5515.0,4.46,0.36,3.7,1.5,-3.6,4.942782,10.76,3.5,Kepler,2011,Kepler
Kepler-1420 b,Kepler-1420,296.2038586,42.7778165,15.894,14.396,13.76,5187.0,4.57,-0.1,4.9,5.79,-3.1,6.69960006,1.28,2.704,Kepler,2016,Kepler
Kepler-1384 b,Kepler-1384,296.2151275,39.5270248,15.7578,13.786,13.074,4919.0,4.6,-0.06,4.57,6.24,-2.7,15.36262753,1.94,3.657,Kepler,2016,Kepler
Kepler-676 b,Kepler-676,296.2220259,50.2873626,17.15,13.474,12.628,3701.0,4.77,-0.02,4.27,5.85,-2.52,11.59822172,3.04,2.6256,Kepler,2016,Kepler
Kepler-1326 b,Kepler-1326,296.222199,39.268942,12.842,11.952,11.7,6725.0,4.12,0.02,1.7,0.53,-0.392,42.3514267,4.18,7.6356,Kepler,2016,Kepler
Kepler-1061 b,Kepler-1061,296.2300306,50.2752091,13.319,12.21,11.934,6067.0,4.42,-0.03,2.14,1.2,-0.699,2.757982666,1.98,2.2906,Kepler,2016,Kepler
Kepler-1739 b,Kepler-1739,296.2320536,47.6788626,14.899,13.492,13.024,5757.0,4.597,-0.5,0.4,3.2,-3.2,7.343709946,2.43056832,1.1449,Kepler,2021,Kepler
Kepler-1340 b,Kepler-1340,296.2328099,42.4727965,15.003,13.563,13.24,6331.0,4.24,0.07,2.4,0.89,-0.773,0.665026916,1.55,1.7384,Kepler,2016,Kepler
Kepler-818 b,Kepler-818,296.2351072,39.3702865,15.368,13.882,13.448,5638.0,4.49,-0.08,3.98,4.51,-2.35,10.035385814,5.11,3.4185,Kepler,2016,Kepler
HIP 97166 b,HIP 97166,296.2446203,74.0628577,9.92,8.386,7.923,5216.0,4.557,0.248,1.2,1.5,-0.8,10.288914,2.4801338,1.5329366,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
Kepler-1886 b,Kepler-1886,296.2645118,39.4059745,15.627,14.229,13.705,5745.0,4.559,-0.2,,,,24.2758007,2.58158428,4.59,Kepler,2021,Kepler
Kepler-1336 c,Kepler-1336,296.2776587,46.8998006,14.264,12.819,12.366,5512.0,4.18,0.05,12.3,1.6,-3.0,5.77721211,1.71,2.423,Kepler,2016,Kepler
Kepler-1336 b,Kepler-1336,296.2776587,46.8998006,14.264,12.819,12.366,5512.0,4.18,0.05,12.3,1.6,-3.0,23.198681,1.98,9.729,Kepler,2016,Kepler
Kepler-228 d,Kepler-228,296.2860853,48.2246328,15.902,14.528,14.132,6043.0,4.467,0.18,6.76,2.15,-2.4,11.094286,4.04,4.591,Kepler,2014,Kepler
Kepler-228 c,Kepler-228,296.2860853,48.2246328,15.902,14.528,14.132,6043.0,4.467,0.18,6.76,2.15,-2.4,4.134444,2.7,3.123,Kepler,2014,Kepler
Kepler-228 b,Kepler-228,296.2860853,48.2246328,15.902,14.528,14.132,6043.0,4.467,0.18,6.76,2.15,-2.4,2.566546,1.53,2.327,Kepler,2014,Kepler
Kepler-1375 b,Kepler-1375,296.2935173,43.4032189,13.864,12.66,12.362,6704.0,4.11,0.09,1.66,0.488,-0.32,3.3004192,1.74,4.498,Kepler,2016,Kepler
Kepler-394 b,Kepler-394,296.3019792,50.6723115,14.948,13.724,13.384,6402.0,4.408,-0.3,0.25,0.83,-0.83,8.005013,1.6,3.419,Kepler,2014,Kepler
Kepler-394 c,Kepler-394,296.3019792,50.6723115,14.948,13.724,13.384,6402.0,4.408,-0.3,0.25,0.83,-0.83,12.130686,1.66,3.819,Kepler,2014,Kepler
Kepler-394 d,Kepler-394,296.3019792,50.6723115,14.948,13.724,13.384,6398.0,4.411,-0.14,0.25,0.83,-0.83,5.613580227,1.50066814,2.95,Kepler,2021,Kepler
Kepler-1182 b,Kepler-1182,296.3079895,43.8213706,15.742,14.11,13.67,5924.0,4.41,0.01,3.39,2.55,-1.72,11.17394617,2.41,3.421,Kepler,2016,Kepler
Kepler-843 b,Kepler-843,296.3219786,48.9714373,15.354,14.088,13.709,5830.0,4.42,0.05,4.17,2.94,-2.41,2.053879821,2.59,2.1809,Kepler,2016,Kepler
Kepler-1037 b,Kepler-1037,296.3410342,47.1709335,14.475,12.821,12.248,5105.0,4.57,-0.03,5.13,5.74,-3.11,1.063788673,1.28,1.0764,Kepler,2016,Kepler
Kepler-1927 b,Kepler-1927,296.3546093,41.3355698,13.312,12.161,11.826,6056.0,3.797,0.14,2.88,0.75,-0.25,73.75039673,3.40627075,13.234,Kepler,2021,Kepler
Kepler-58 b,Kepler-58,296.3586251,39.1152033,15.086,13.643,13.283,5843.0,4.39,0.1,2.14,0.726,-0.586,10.2184954,2.78,4.3967,Kepler,2012,Kepler
Kepler-58 d,Kepler-58,296.3586251,39.1152033,15.086,13.643,13.283,6099.0,4.372,0.1,2.14,0.726,-0.586,40.101371,2.94,5.443,Kepler,2014,Kepler
Kepler-58 c,Kepler-58,296.3586251,39.1152033,15.086,13.643,13.283,5843.0,4.39,0.1,2.14,0.726,-0.586,15.5741568,2.86,5.1013,Kepler,2012,Kepler
Kepler-58 e,Kepler-58,296.3586251,39.1152033,15.086,13.643,13.283,6100.0,4.376,-0.12,2.14,0.726,-0.586,4.45814897,1.61,2.867,Kepler,2023,Kepler
Kepler-1641 b,Kepler-1641,296.359456,41.5745321,14.49,13.161,12.735,6152.0,4.34,-0.02,3.02,1.7,-1.22,19.672266,3.11,4.766,Kepler,2016,Kepler
Kepler-1641 c,Kepler-1641,296.359456,41.5745321,14.49,13.161,12.735,6152.0,4.34,-0.02,3.02,1.7,-1.22,32.657212,2.95,5.982,Kepler,2016,Kepler
Kepler-233 c,Kepler-233,296.3665054,51.3194548,15.477,14.006,13.453,5360.0,4.614,-0.09,0.6,3.7,-3.7,60.418955,2.71,5.619,Kepler,2014,Kepler
Kepler-233 b,Kepler-233,296.3665054,51.3194548,15.477,14.006,13.453,5360.0,4.614,-0.09,0.6,3.7,-3.7,8.472382,2.43,2.697,Kepler,2014,Kepler
Kepler-1226 b,Kepler-1226,296.3768521,50.6214592,14.324,13.068,12.645,5923.0,4.43,-0.08,3.72,2.62,-1.96,17.2923453,1.45,6.724,Kepler,2016,Kepler
Kepler-590 b,Kepler-590,296.3855467,48.2334177,14.554,13.268,12.936,6000.0,4.35,0.07,3.55,1.72,-1.77,5.85296257,4.02,4.6003,Kepler,2016,Kepler
Kepler-1289 b,Kepler-1289,296.388767,41.040509,14.732,13.439,13.043,6080.0,4.35,0.02,2.95,1.92,-1.24,7.99019627,1.52,3.274,Kepler,2016,Kepler
Kepler-731 b,Kepler-731,296.3931945,45.568533,15.386,14.126,13.775,5849.0,4.41,0.04,3.8,3.08,-2.05,3.855603551,13.88,3.20969,Kepler,2016,Kepler
Kepler-1462 b,Kepler-1462,296.397542,42.3969273,15.888,14.471,14.058,5756.0,4.45,0.06,4.07,3.6,-2.34,65.6488341,3.82,7.431,Kepler,2016,Kepler
Kepler-873 b,Kepler-873,296.4031319,51.2712773,15.052,13.728,13.439,6163.0,4.29,0.07,2.95,0.957,-1.21,20.5533844,3.75,5.0988,Kepler,2016,Kepler
Kepler-1935 b,Kepler-1935,296.4037783,39.7227036,14.522,13.112,12.683,5570.0,4.458,-0.18,,,,3.951400042,2.50271696,1.0582,Kepler,2021,Kepler
Kepler-554 b,Kepler-554,296.4068982,51.3581938,14.49,13.043,12.615,5447.0,4.49,0.14,5.62,3.95,-3.44,1.902208556,4.29,2.20773,Kepler,2016,Kepler
Kepler-534 b,Kepler-534,296.4185696,49.540148,13.387,12.063,11.708,5884.0,4.48,0.01,1.58,0.664,-0.329,15.95994513,2.24,4.3653,Kepler,2016,Kepler
Kepler-534 c,Kepler-534,296.4185696,49.540148,13.387,12.063,11.708,5936.0,4.501,0.07,1.58,0.664,-0.329,7.378689766,1.227,3.207,Kepler,2021,Kepler
Kepler-34 b,Kepler-34,296.4358022,44.6415369,15.087,13.605,13.238,5913.0,4.3284,-0.07,,,,288.822,8.564,,Kepler,2011,Kepler
Kepler-1857 b,Kepler-1857,296.4557129,39.598537,14.36,12.998,12.593,6074.0,4.375,-0.54,7.94,1.39,-1.34,8.94340992,1.96065412,2.469,Kepler,2021,Kepler
Kepler-1653 b,Kepler-1653,296.457702,41.266021,15.864,13.88,13.211,4807.0,4.618,-0.18,7.7,3.6,-4.6,140.2524,2.17,6.6,Kepler,2017,Kepler
Kepler-1080 b,Kepler-1080,296.4644914,49.1828952,13.486,12.448,12.176,5956.0,4.35,0.09,3.89,1.7,-2.02,77.2548396,3.28,10.294,Kepler,2016,Kepler
Kepler-136 b,Kepler-136,296.4673039,42.5987984,11.822,10.804,10.519,6165.0,4.244,0.0002,2.75,0.818,-1.08,11.5789,2.05,2.855,Kepler,2014,Kepler
Kepler-136 c,Kepler-136,296.4673039,42.5987984,11.822,10.804,10.519,6165.0,4.244,0.0002,2.75,0.818,-1.08,16.399235,1.99,3.502,Kepler,2014,Kepler
Kepler-51 c,Kepler-51,296.4797624,49.9376486,14.885,13.562,13.197,6018.0,4.51,0.05,0.3,2.3,-2.3,85.312,9.0,2.702,Kepler,2012,Kepler
Kepler-51 d,Kepler-51,296.4797624,49.9376486,14.885,13.562,13.197,6018.0,4.51,0.05,0.3,2.3,-2.3,130.194,9.7,8.4534,Kepler,2014,Kepler
Kepler-51 b,Kepler-51,296.4797624,49.9376486,14.885,13.562,13.197,6018.0,4.51,0.05,0.3,2.3,-2.3,45.154,7.1,5.797,Kepler,2012,Kepler
Kepler-246 c,Kepler-246,296.4834007,42.6633806,15.197,13.587,13.038,5206.0,4.557,0.2,1.26,1.83,-0.88,11.187161,1.5,3.161,Kepler,2014,Kepler
Kepler-246 b,Kepler-246,296.4834007,42.6633806,15.197,13.587,13.038,5206.0,4.557,0.2,1.26,1.83,-0.88,4.60182,2.34,2.227,Kepler,2014,Kepler
Kepler-744 b,Kepler-744,296.4960493,47.1827848,13.718,12.354,11.931,5594.0,4.48,0.0,5.13,3.6,-2.91,12.06222443,1.62,2.1007,Kepler,2016,Kepler
Kepler-193 c,Kepler-193,296.4985951,46.5772484,14.712,13.539,13.218,6335.0,4.403,0.0,0.3,1.0,-1.0,50.697494,2.75,6.115,Kepler,2014,Kepler
Kepler-193 b,Kepler-193,296.4985951,46.5772484,14.712,13.539,13.218,6335.0,4.403,0.0,0.3,1.0,-1.0,11.38848,2.39,3.618,Kepler,2014,Kepler
Kepler-1626 b,Kepler-1626,296.5004384,40.7212069,14.357,13.255,12.967,6826.0,4.08,0.04,1.55,0.59,-0.31,4.13962966,2.02,3.284,Kepler,2016,Kepler
Kepler-1944 b,Kepler-1944,296.5105045,39.1732645,15.582,14.013,13.447,5585.0,4.49,0.48,,,,9.842579842,2.75971163,1.5672,Kepler,2021,Kepler
Kepler-1611 b,Kepler-1611,296.5120204,49.7277506,14.627,13.137,12.689,5605.0,4.49,0.01,5.01,5.06,-3.23,5.1762429,0.81,5.15,Kepler,2016,Kepler
Kepler-1591 b,Kepler-1591,296.5166659,44.6086233,14.846,13.509,13.107,6082.0,4.35,0.01,3.24,2.04,-1.44,8.18504949,1.27,4.214,Kepler,2016,Kepler
Kepler-472 b,Kepler-472,296.5245187,39.2498503,13.898,12.063,11.461,4996.0,4.59,0.16,2.69,1.94,-1.14,4.176255514,3.22,3.7012,Kepler,2016,Kepler
Kepler-1008 b,Kepler-1008,296.5476395,44.9418307,13.59,11.93,11.378,5066.0,4.56,-0.01,6.76,5.15,-4.0,12.43931193,1.28,3.121,Kepler,2016,Kepler
Kepler-1232 b,Kepler-1232,296.5500966,49.102307,14.97,13.451,12.965,5471.0,4.51,0.06,4.79,6.23,-3.05,26.7839183,1.93,4.517,Kepler,2016,Kepler
Kepler-1228 b,Kepler-1228,296.552761,46.9661945,15.061,13.383,12.799,5063.0,4.59,-0.18,5.13,5.96,-3.23,0.577369579,1.54,1.0963,Kepler,2016,Kepler
Kepler-1819 b,Kepler-1819,296.5600307,46.8574644,15.489,14.172,13.842,6090.0,4.447,0.21,0.4,2.7,-2.7,16.48690033,3.90351256,1.431,Kepler,2021,Kepler
Kepler-251 c,Kepler-251,296.5662171,44.1058077,15.541,13.96,13.632,5526.0,4.486,-0.06,2.0,2.37,-1.45,16.514043,2.77,4.108,Kepler,2014,Kepler
Kepler-251 d,Kepler-251,296.5662171,44.1058077,15.541,13.96,13.632,5526.0,4.486,-0.06,2.0,2.37,-1.45,30.133001,2.77,4.919,Kepler,2014,Kepler
Kepler-251 e,Kepler-251,296.5662171,44.1058077,15.541,13.96,13.632,5526.0,4.486,-0.06,2.0,2.37,-1.45,99.640161,2.77,4.36,Kepler,2014,Kepler
Kepler-251 b,Kepler-251,296.5662171,44.1058077,15.541,13.96,13.632,5526.0,4.486,-0.06,2.0,2.37,-1.45,4.790936,1.33,2.705,Kepler,2014,Kepler
Kepler-535 b,Kepler-535,296.5666587,49.6961742,13.209,12.141,11.845,6123.0,4.3,0.13,3.24,0.857,-1.28,4.903321551,2.36,2.8699,Kepler,2016,Kepler
Kepler-1963 b,Kepler-1963,296.5875182,47.207129,14.054,12.693,12.261,5726.0,4.418,-0.1,4.07,3.17,-3.05,1.962260008,0.74437023,1.45,Kepler,2021,Kepler
Kepler-1847 b,Kepler-1847,296.6014013,44.3252289,16.027,14.682,14.192,6122.0,4.487,-0.18,0.4,1.9,-1.9,11.12969971,2.74516914,2.771,Kepler,2021,Kepler
Kepler-1200 b,Kepler-1200,296.6034317,44.1292537,16.06,13.96,13.202,4612.0,4.63,0.04,3.02,5.91,-1.48,1.118549717,1.06,1.5425,Kepler,2016,Kepler
Kepler-810 b,Kepler-810,296.6148615,48.0825642,15.73,14.534,14.207,5803.0,4.42,0.1,4.17,2.8,-2.4,4.59725385,1.93,2.823,Kepler,2016,Kepler
Kepler-1910 b,Kepler-1910,296.6171677,41.2811677,16.092,13.523,12.775,4234.0,4.63,-0.02,13.9,3.6,-3.6,5.688769817,1.184,2.55,Kepler,2021,Kepler
Kepler-1941 b,Kepler-1941,296.6270184,49.353891,14.943,13.686,13.364,6404.0,4.393,-0.06,,,,31.33510017,2.64976949,6.071,Kepler,2021,Kepler
Kepler-559 b,Kepler-559,296.6368878,43.8027948,14.863,13.429,12.977,5630.0,4.47,0.03,4.37,4.0,-2.63,17.58752333,3.61,4.3821,Kepler,2016,Kepler
Kepler-221 c,Kepler-221,296.6547477,46.8352242,13.97,12.413,11.9,5243.0,4.543,0.0616,1.78,1.38,-1.23,5.690586,2.93,2.522,Kepler,2014,Kepler
Kepler-221 b,Kepler-221,296.6547477,46.8352242,13.97,12.413,11.9,5243.0,4.543,0.0616,1.78,1.38,-1.23,2.795906,1.71,2.064,Kepler,2014,Kepler
Kepler-221 e,Kepler-221,296.6547477,46.8352242,13.97,12.413,11.9,5243.0,4.543,0.0616,1.78,1.38,-1.23,18.369917,2.63,2.245,Kepler,2014,Kepler
Kepler-221 d,Kepler-221,296.6547477,46.8352242,13.97,12.413,11.9,5243.0,4.543,0.0616,1.78,1.38,-1.23,10.04156,2.73,2.53,Kepler,2014,Kepler
Kepler-1722 b,Kepler-1722,296.6627402,41.2611985,14.997,13.45,13.078,5506.0,4.584,-0.2,1.4,3.9,-3.9,9.178569794,2.86719266,2.1421,Kepler,2021,Kepler
Kepler-1519 b,Kepler-1519,296.6679448,49.4617774,15.124,13.642,13.189,5644.0,4.5,-0.07,3.98,4.28,-2.31,240.7989397,7.06,16.442,Kepler,2016,Kepler
Kepler-757 b,Kepler-757,296.6804876,41.3865279,15.066,13.502,13.043,6014.0,4.37,0.02,3.31,2.21,-1.57,1.022678821,1.36,1.3395,Kepler,2016,Kepler
HATS-35 b,HATS-35,296.688442,-63.5656488,12.609,11.439,11.118,6300.0,4.244,0.21,2.13,0.51,-0.51,1.8209993,16.409976,3.1176,HATSouth,2016,HAT
Kepler-1729 b,Kepler-1729,296.6939428,42.6261145,15.676,13.855,13.102,3837.0,4.747,-0.06,1.2,3.6,-3.6,4.220970154,3.89404186,3.0978,Kepler,2021,Kepler
Kepler-1681 b,Kepler-1681,296.6972773,46.3716969,14.646,13.183,12.661,5756.4,4.538,0.1064,3.3,3.9,-3.9,69.8956,2.55321772,5.276,Kepler,2020,Kepler
Kepler-1824 b,Kepler-1824,296.7071957,41.2036197,14.976,13.631,13.409,6002.0,4.424,0.2,0.33,0.92,-0.92,95.61100006,2.38127597,7.374,Kepler,2021,Kepler
Kepler-1820 b,Kepler-1820,296.71274,48.2722828,15.759,14.485,14.149,5841.0,4.52,0.07,0.4,3.5,-3.5,31.03249931,3.11883067,3.403,Kepler,2021,Kepler
Kepler-1150 b,Kepler-1150,296.7244553,49.5326846,14.748,12.789,12.128,4754.0,4.61,0.01,4.68,5.87,-2.72,2.787868386,1.02,2.0252,Kepler,2016,Kepler
Kepler-1884 b,Kepler-1884,296.7463986,43.0454207,15.433,14.011,13.611,5984.0,4.521,-0.2,0.3,2.3,-2.3,8.988320351,1.81406781,4.65,Kepler,2021,Kepler
Kepler-963 b,Kepler-963,296.7529742,45.0411049,15.091,13.652,13.158,5461.0,4.52,-0.02,4.07,5.22,-2.43,9.97683705,2.66,3.419,Kepler,2016,Kepler
Kepler-963 c,Kepler-963,296.7529742,45.0411049,15.091,13.652,13.158,5169.47,4.52,-0.02,13.2,3.4,-3.4,0.919783,0.6,1.4,Kepler,2024,Kepler
Kepler-1862 b,Kepler-1862,296.7533555,49.3780726,15.847,14.596,14.125,5644.0,4.575,-0.24,0.4,3.7,-3.7,16.05730057,2.203,3.546,Kepler,2021,Kepler
Kepler-998 b,Kepler-998,296.7541629,49.2087085,14.463,13.229,12.888,6058.0,4.34,0.07,3.31,1.55,-1.53,5.65377733,2.32,1.9612,Kepler,2016,Kepler
Kepler-1046 b,Kepler-1046,296.7558056,46.9982799,13.347,12.123,11.73,5913.0,4.42,0.0,3.63,1.88,-1.67,14.37508035,1.71,2.9658,Kepler,2016,Kepler
Kepler-171 d,Kepler-171,296.7719082,41.7555958,15.101,13.586,13.206,5642.0,4.566,0.17,2.4,2.28,-1.67,39.595519,1.89,6.315,Kepler,2014,Kepler
Kepler-171 c,Kepler-171,296.7719082,41.7555958,15.101,13.586,13.206,5642.0,4.566,0.17,2.4,2.28,-1.67,11.463462,2.56,2.566,Kepler,2014,Kepler
Kepler-171 b,Kepler-171,296.7719082,41.7555958,15.101,13.586,13.206,5642.0,4.566,0.17,2.4,2.28,-1.67,4.166972,2.34,2.741,Kepler,2014,Kepler
Kepler-1875 b,Kepler-1875,296.7727406,50.1883667,15.201,13.867,13.425,6161.0,4.545,-0.5,0.3,1.5,-1.5,34.45859909,3.22686692,7.434,Kepler,2021,Kepler
Kepler-361 b,Kepler-361,296.8034146,46.7411011,13.635,12.526,12.198,6169.0,4.254,0.04,3.89,0.79,-0.42,8.486616,1.45,5.176,Kepler,2014,Kepler
Kepler-361 c,Kepler-361,296.8034146,46.7411011,13.635,12.526,12.198,6169.0,4.254,0.04,3.89,0.79,-0.42,55.188023,2.52,9.167,Kepler,2014,Kepler
Kepler-1720 b,Kepler-1720,296.8086813,47.1718557,14.822,13.358,12.891,5573.0,4.562,-0.04,0.5,3.6,-3.6,12.70639992,3.21585295,2.395,Kepler,2021,Kepler
Kepler-40 b,Kepler-40,296.8136883,47.5265446,14.657,13.536,13.27,6510.0,3.94,0.1,2.8,0.3,-0.3,6.87349,13.11,6.86,Kepler,2010,Kepler
Kepler-482 b,Kepler-482,296.8229326,48.1077628,14.049,12.173,11.536,4871.0,4.6,-0.13,6.03,5.43,-3.88,56.35418576,2.36,3.29,Kepler,2016,Kepler
Kepler-1708 b,Kepler-1708,296.8241065,43.6248197,15.823,14.429,14.089,6157.0,4.37,0.0,3.16,2.26,-2.26,737.1131,9.96,,Kepler,2021,Kepler
Kepler-6 b,Kepler-6,296.8372475,48.2399695,13.286,12.001,11.634,5647.0,4.236,0.34,3.8,1.0,-1.0,3.2346996,14.616536,3.59385,Kepler,2009,Kepler
Kepler-564 b,Kepler-564,296.8383661,46.6263912,14.883,13.55,13.09,5626.0,4.49,-0.01,4.27,4.52,-2.6,3.750832285,4.63,1.95913,Kepler,2016,Kepler
Kepler-1755 b,Kepler-1755,296.846092,40.1385777,14.544,13.231,12.911,6086.0,4.511,-0.26,0.3,1.8,-1.8,24.81209946,5.91688317,3.2245,Kepler,2021,Kepler
Kepler-1816 b,Kepler-1816,296.8509823,50.6987736,14.734,13.042,12.527,5051.0,4.628,-0.24,0.7,3.8,-3.8,91.50099945,1.9679397,4.842,Kepler,2021,Kepler
Kepler-366 b,Kepler-366,296.8520316,49.0844359,14.952,13.708,13.351,6209.0,4.452,-0.06,6.61,0.64,-0.58,3.281959,1.46,2.851,Kepler,2014,Kepler
Kepler-366 c,Kepler-366,296.8520316,49.0844359,14.952,13.708,13.351,6209.0,4.452,-0.06,6.61,0.64,-0.58,12.51616,1.79,4.838,Kepler,2014,Kepler
Kepler-1212 b,Kepler-1212,296.8534096,50.0373196,15.133,13.872,13.565,6051.0,4.36,0.03,3.24,1.8,-1.51,12.94130146,2.14,4.468,Kepler,2016,Kepler
